fiyat;marka;seri;model;yil;km;vites;yakit;kasa;renk;motorHacmi;motorGucu;cekis;yakitTuketimi;yakitDeposu;boyaDegisen;takas;kimden
575.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2006;248.000 km;Otomatik;LPG & Benzin;Hatchback/5;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
900.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2016;167.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;-;Sahibinden
770.000 TL;Audi;A3;A3 Sportback 1.8 TFSI Ambition;2008;136.161 km;Yarı Otomatik;Benzin;-;Hatchback/3;1798 cc;160 hp;Önden Çekiş;6,7 lt;55 lt;-;-;Sahibinden
1.190.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2013;137.000 km;Yarı Otomatik;Dizel;Sedan;Gri;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
965.000 TL;Audi;A3;A3 Sportback 1.0 TFSI Dynamic;2017;98.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;-;Sahibinden
550.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2005;188.000 km;Otomatik;LPG & Benzin;Hatchback/3;Gri (Gümüş);-;-;-;-;-;Belirtilmemiş;-;Sahibinden
1.850.000 TL;Audi;A3;A3 Sedan 1.6 TDI Sport Line;2018;89.000 km;Otomatik;Dizel;Sedan;Mavi (metalik);1401 - 1600 cm3;101 - 125 HP;Önden Çekiş;-;-;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
1.235.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;106.000 km;Yarı Otomatik;Dizel;Sedan;-;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.095.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2016;145.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
455.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2004;305.000 km;Düz;LPG & Benzin;Hatchback/3;Gri;1595 cc;102 hp;Önden Çekiş;6,8 lt;55 lt;-;Takasa Uygun;Sahibinden
580.000 TL;Audi;A3;A3 Sportback 1.6 FSI;2006;283.000 km;Düz;LPG & Benzin;Hatchback/3;Beyaz;1595 cc;115 hp;Önden Çekiş;6,5 lt;55 lt;-;Takasa Uygun;Sahibinden
1.050.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2014;1.780.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.150.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015;151.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.200.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;135.725 km;Otomatik;Dizel;Sedan;Siyah;101 - 125 HP;-;Önden Çekiş;-;-;2 boyalı;-;Sahibinden
750.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2010;182.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/3;Beyaz;1595 cc;102 hp;Önden Çekiş;6,7 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
530.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2007;240.000 km;Otomatik;Benzin;Hatchback/3;Füme;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Sahibinden
610.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2009;203.000 km;Düz;Benzin;Hatchback/3;-;1390 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;9 boyalı;-;Sahibinden
280.000 TL;Audi;A3;A3 Sportback 1.8 T Ambiente;1999;280.000 km;Düz;LPG & Benzin;Hatchback/5;Sarı;1781 cc;180 hp;Önden Çekiş;7,8 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
815.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;133.500 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;1 boyalı;-;Sahibinden
505.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2004;247.000 km;Düz;LPG & Benzin;Hatchback/3;Siyah;1401 - 1600 cm3;101 - 125 HP;Önden Çekiş;Belirtilmemiş;-;-;Takasa Uygun;Sahibinden
645.000 TL;Audi;A3;A3 Sportback 1.6 Standart;2008;231.000 km;Otomatik;LPG & Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
1.520.000 TL;Audi;A3;A3 Sportback 35 TFSI Sport;2020;5.000 km;Otomatik;Benzin;Hatchback/5;Gri;-;-;-;-;-;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
490.000 TL;Audi;A3;A3 Sportback 1.6 FSI;2007;195.000 km;Düz;Benzin;Hatchback/3;Beyaz;1595 cc;115 hp;Önden Çekiş;6,5 lt;55 lt;2 değişen, 3 boyalı;-;Sahibinden
